"","name","Outcome","N","25th Percentile","75th Percentile"," Outcome, 75th Percentile v. 25th Percentile"," "," "," "," "," "," "," "," "," "
"7","Ferritin","Telomere Length Year 1","472","2.57","3.91","-0.01","0.01","0.02 (-0.13, 0.16)","0.85","0.89","-0.02","-0.03","-0.01 (-0.17, 0.15)","0.89","0.94"
"8","","Telomere Length Year 2","519","2.54","3.82","-0.48","-0.32","0.16 (-0.09, 0.42)","0.2","0.74","-0.45","-0.23","0.22 (-0.03, 0.47)","0.08","0.41"
"9","","Change in Telomere Length Year 1 and Year 2","403","2.53","3.86","-0.52","-0.43","0.09 (-0.22, 0.39)","0.59","0.89","0.19","0.16","-0.03 (-0.19, 0.13)","0.73","0.92"
"10","","","","","","","","","","","","","","",""
"11","sTfR","Telomere Length Year 1","472","1.29","1.68","0","0","0 (0, 0)","1","1","-0.17","-0.06","0.11 (-0.19, 0.42)","0.48","0.92"
"12","","Telomere Length Year 2","519","1.3","1.7","-0.32","-0.38","-0.06 (-0.16, 0.04)","0.27","0.74","-0.22","-0.26","-0.04 (-0.15, 0.06)","0.39","0.9"
"13","","Change in Telomere Length Year 1 and Year 2","403","1.3","1.69","-0.41","-0.31","0.1 (-0.23, 0.44)","0.56","0.89","0.17","0.18","0.01 (-0.1, 0.13)","0.84","0.93"
"14","","","","","","","","","","","","","","",""
"15","RBP","Telomere Length Year 1","472","0.13","0.52","-0.03","0.06","0.09 (-0.05, 0.22)","0.2","0.74","-0.08","0.06","0.14 (-0.06, 0.33)","0.18","0.62"
"16","","Telomere Length Year 2","519","0.13","0.51","-0.38","-0.25","0.13 (-0.14, 0.39)","0.35","0.74","-0.26","-0.21","0.05 (-0.22, 0.32)","0.73","0.92"
"17","","Change in Telomere Length Year 1 and Year 2","403","0.14","0.52","-0.33","-0.37","-0.04 (-0.17, 0.08)","0.54","0.89","0.28","0.18","-0.1 (-0.22, 0.02)","0.1","0.41"
>>>>>>> 1a0dfd874afcd067fd934d628726284b286a3f59
"18","","","","","","","","","","","","","","",""
"19","Vitamin A Deficiency","Telomere Length Year 1","472","0","1","0.02","-0.32","-0.34 (-0.75, 0.07)","0.11","0.74","-0.02","-0.38","-0.36 (-0.78, 0.06)","0.1","0.41"
"20","","Telomere Length Year 2","519","0","1","-0.34","-0.73","-0.39 (-0.77, -0.01)","0.04","0.74","-0.22","-0.66","-0.44 (-0.81, -0.07)","0.02","0.41"
"21","","Change in Telomere Length Year 1 and Year 2","403","0","1","-0.35","-0.48","-0.13 (-0.57, 0.31)","0.58","0.89","0.19","0.2","0.01 (-0.46, 0.48)","0.97","0.97"
"22","","","","","","","","","","","","","","",""
"23","Iron Deficiency","Telomere Length Year 1","472","0","1","0.02","-0.08","-0.11 (-0.32, 0.11)","0.34","0.74","0","-0.13","-0.12 (-0.34, 0.09)","0.27","0.8"
"24","","Telomere Length Year 2","519","0","1","-0.33","-0.47","-0.14 (-0.34, 0.06)","0.16","0.74","-0.21","-0.38","-0.17 (-0.36, 0.03)","0.09","0.41"
"25","","Change in Telomere Length Year 1 and Year 2","403","0","1","-0.36","-0.33","0.03 (-0.2, 0.26)","0.82","0.89","0.17","0.23","0.06 (-0.17, 0.29)","0.62","0.92"
"26","","","","","","","","","","","","","","",""
"27","Vitamin D Deficiency","Telomere Length Year 1","472","0","1","0.02","-0.09","-0.11 (-0.35, 0.12)","0.34","0.74","-0.03","0.01","0.04 (-0.2, 0.28)","0.75","0.92"
"28","","Telomere Length Year 2","519","0","1","-0.33","-0.43","-0.1 (-0.32, 0.11)","0.35","0.74","-0.22","-0.25","-0.03 (-0.25, 0.19)","0.8","0.93"
"29","","Change in Telomere Length Year 1 and Year 2","403","0","1","-0.36","-0.32","0.04 (-0.2, 0.29)","0.74","0.89","0.16","0.22","0.06 (-0.2, 0.32)","0.66","0.92"
